Study,Run ID,Consent,Size (MB),Organism,Tissue
SRP233583,SRR10550421,public,354,Homo sapiens,ovary
SRP233583,SRR10550422,public,356,Homo sapiens,ovary
SRP233583,SRR10550423,public,365,Homo sapiens,ovary
SRP233583,SRR10550424,public,363,Homo sapiens,ovary
SRP233583,SRR10550425,public,353,Homo sapiens,ovary
SRP233583,SRR10550426,public,195,Homo sapiens,ovary
SRP233583,SRR10550427,public,320,Homo sapiens,ovary
SRP233583,SRR10550428,public,320,Homo sapiens,ovary
SRP233583,SRR10550429,public,313,Homo sapiens,ovary
SRP233583,SRR10550430,public,198,Homo sapiens,ovary
SRP233583,SRR10550431,public,195,Homo sapiens,ovary
SRP233583,SRR10550432,public,197,Homo sapiens,ovary
SRP233583,SRR10550321,public,338,Homo sapiens,ovary
SRP233583,SRR10550322,public,340,Homo sapiens,ovary
SRP233583,SRR10550323,public,346,Homo sapiens,ovary
SRP233583,SRR10550324,public,343,Homo sapiens,ovary
SRP233583,SRR10550325,public,328,Homo sapiens,ovary
SRP233583,SRR10550326,public,296,Homo sapiens,ovary
SRP233583,SRR10550327,public,471,Homo sapiens,ovary
SRP233583,SRR10550328,public,476,Homo sapiens,ovary
SRP233583,SRR10550329,public,463,Homo sapiens,ovary
SRP233583,SRR10550330,public,301,Homo sapiens,ovary
SRP233583,SRR10550331,public,295,Homo sapiens,ovary
SRP233583,SRR10550332,public,299,Homo sapiens,ovary
SRP233583,SRR10550333,public,506,Homo sapiens,ovary
SRP233583,SRR10550334,public,507,Homo sapiens,ovary
SRP233583,SRR10550335,public,522,Homo sapiens,ovary
SRP233583,SRR10550336,public,516,Homo sapiens,ovary
SRP233583,SRR10550337,public,486,Homo sapiens,ovary
SRP233583,SRR10550338,public,242,Homo sapiens,ovary
SRP233583,SRR10550339,public,400,Homo sapiens,ovary
SRP233583,SRR10550340,public,403,Homo sapiens,ovary
SRP233583,SRR10550341,public,392,Homo sapiens,ovary
SRP233583,SRR10550342,public,245,Homo sapiens,ovary
SRP233583,SRR10550343,public,242,Homo sapiens,ovary
SRP233583,SRR10550344,public,244,Homo sapiens,ovary
SRP233583,SRR10550345,public,412,Homo sapiens,ovary
SRP233583,SRR10550346,public,412,Homo sapiens,ovary
SRP233583,SRR10550347,public,424,Homo sapiens,ovary
SRP233583,SRR10550348,public,417,Homo sapiens,ovary
SRP233583,SRR10550349,public,412,Homo sapiens,ovary
SRP233583,SRR10550350,public,240,Homo sapiens,ovary
SRP233583,SRR10550351,public,384,Homo sapiens,ovary
SRP233583,SRR10550352,public,388,Homo sapiens,ovary
SRP233583,SRR10550353,public,377,Homo sapiens,ovary
SRP233583,SRR10550354,public,243,Homo sapiens,ovary
SRP233583,SRR10550355,public,240,Homo sapiens,ovary
SRP233583,SRR10550356,public,242,Homo sapiens,ovary
SRP233583,SRR10550357,public,413,Homo sapiens,ovary
SRP233583,SRR10550358,public,412,Homo sapiens,ovary
SRP233583,SRR10550359,public,423,Homo sapiens,ovary
SRP233583,SRR10550360,public,416,Homo sapiens,ovary
SRP233583,SRR10550361,public,397,Homo sapiens,ovary
SRP233583,SRR10550362,public,169,Homo sapiens,ovary
SRP233583,SRR10550363,public,276,Homo sapiens,ovary
SRP233583,SRR10550364,public,277,Homo sapiens,ovary
SRP233583,SRR10550365,public,271,Homo sapiens,ovary
SRP233583,SRR10550366,public,172,Homo sapiens,ovary
SRP233583,SRR10550367,public,169,Homo sapiens,ovary
SRP233583,SRR10550368,public,171,Homo sapiens,ovary
SRP233583,SRR10550369,public,292,Homo sapiens,ovary
SRP233583,SRR10550370,public,294,Homo sapiens,ovary
SRP233583,SRR10550371,public,299,Homo sapiens,ovary
SRP233583,SRR10550372,public,296,Homo sapiens,ovary
SRP233583,SRR10550373,public,283,Homo sapiens,ovary
SRP233583,SRR10550374,public,151,Homo sapiens,ovary
SRP233583,SRR10550375,public,240,Homo sapiens,ovary
SRP233583,SRR10550376,public,244,Homo sapiens,ovary
SRP233583,SRR10550209,public,236,Homo sapiens,ovary
SRP233583,SRR10550210,public,153,Homo sapiens,ovary
SRP233583,SRR10550211,public,151,Homo sapiens,ovary
SRP233583,SRR10550212,public,152,Homo sapiens,ovary
SRP233583,SRR10550213,public,261,Homo sapiens,ovary
SRP233583,SRR10550214,public,260,Homo sapiens,ovary
SRP233583,SRR10550215,public,268,Homo sapiens,ovary
SRP233583,SRR10550216,public,265,Homo sapiens,ovary
SRP233583,SRR10550217,public,250,Homo sapiens,ovary
SRP233583,SRR10550218,public,242,Homo sapiens,ovary
SRP233583,SRR10550219,public,386,Homo sapiens,ovary
SRP233583,SRR10550220,public,389,Homo sapiens,ovary
SRP233583,SRR10550221,public,379,Homo sapiens,ovary
SRP233583,SRR10550222,public,245,Homo sapiens,ovary
SRP233583,SRR10550223,public,242,Homo sapiens,ovary
SRP233583,SRR10550224,public,243,Homo sapiens,ovary
SRP233583,SRR10550225,public,416,Homo sapiens,ovary
SRP233583,SRR10550226,public,416,Homo sapiens,ovary
SRP233583,SRR10550227,public,426,Homo sapiens,ovary
SRP233583,SRR10550228,public,421,Homo sapiens,ovary
SRP233583,SRR10550229,public,399,Homo sapiens,ovary
SRP233583,SRR10550230,public,163,Homo sapiens,ovary
SRP233583,SRR10550231,public,260,Homo sapiens,ovary
SRP233583,SRR10550232,public,260,Homo sapiens,ovary
SRP233583,SRR10550233,public,254,Homo sapiens,ovary
SRP233583,SRR10550234,public,165,Homo sapiens,ovary
SRP233583,SRR10550235,public,162,Homo sapiens,ovary
SRP233583,SRR10550236,public,163,Homo sapiens,ovary
SRP233583,SRR10550237,public,277,Homo sapiens,ovary
SRP233583,SRR10550238,public,275,Homo sapiens,ovary
SRP233583,SRR10550239,public,283,Homo sapiens,ovary
SRP233583,SRR10550240,public,279,Homo sapiens,ovary
SRP233583,SRR10550241,public,269,Homo sapiens,ovary
SRP233583,SRR10550242,public,129,Homo sapiens,ovary
SRP233583,SRR10550243,public,211,Homo sapiens,ovary
SRP233583,SRR10550244,public,212,Homo sapiens,ovary
SRP233583,SRR10550245,public,207,Homo sapiens,ovary
SRP233583,SRR10550246,public,131,Homo sapiens,ovary
SRP233583,SRR10550247,public,129,Homo sapiens,ovary
SRP233583,SRR10550248,public,130,Homo sapiens,ovary
SRP233583,SRR10550249,public,224,Homo sapiens,ovary
SRP233583,SRR10550250,public,225,Homo sapiens,ovary
SRP233583,SRR10550251,public,230,Homo sapiens,ovary
SRP233583,SRR10550252,public,227,Homo sapiens,ovary
SRP233583,SRR10550253,public,217,Homo sapiens,ovary
SRP233583,SRR10550254,public,159,Homo sapiens,ovary
SRP233583,SRR10550255,public,262,Homo sapiens,ovary
SRP233583,SRR10550256,public,264,Homo sapiens,ovary
SRP233583,SRR10550257,public,257,Homo sapiens,ovary
SRP233583,SRR10550258,public,162,Homo sapiens,ovary
SRP233583,SRR10550259,public,159,Homo sapiens,ovary
SRP233583,SRR10550260,public,160,Homo sapiens,ovary
SRP233583,SRR10550261,public,275,Homo sapiens,ovary
SRP233583,SRR10550262,public,275,Homo sapiens,ovary
SRP233583,SRR10550263,public,282,Homo sapiens,ovary
SRP233583,SRR10550264,public,278,Homo sapiens,ovary
SRP233583,SRR10550433,public,270,Homo sapiens,ovary
SRP234174,SRR10566910,public,218,Homo sapiens,breast
SRP234174,SRR10566911,public,215,Homo sapiens,breast
SRP234174,SRR10566912,public,220,Homo sapiens,breast
SRP234174,SRR10566913,public,223,Homo sapiens,breast
SRP234174,SRR10566914,public,227,Homo sapiens,breast
SRP234174,SRR10566915,public,223,Homo sapiens,breast
SRP234174,SRR10566916,public,229,Homo sapiens,breast
SRP234174,SRR10566917,public,232,Homo sapiens,breast
SRP234174,SRR10566918,public,213,Homo sapiens,breast
SRP234174,SRR10566919,public,211,Homo sapiens,breast
SRP234174,SRR10566920,public,217,Homo sapiens,breast
SRP234174,SRR10566921,public,219,Homo sapiens,breast
SRP234174,SRR10566922,public,226,Homo sapiens,breast
SRP234174,SRR10566923,public,223,Homo sapiens,breast
SRP234174,SRR10566924,public,229,Homo sapiens,breast
SRP234174,SRR10566925,public,231,Homo sapiens,breast
SRP234174,SRR10566926,public,192,Homo sapiens,breast
SRP234174,SRR10566927,public,189,Homo sapiens,breast
SRP234174,SRR10566928,public,194,Homo sapiens,breast
SRP234174,SRR10566929,public,196,Homo sapiens,breast
SRP234174,SRR10566930,public,208,Homo sapiens,breast
SRP234174,SRR10566931,public,205,Homo sapiens,breast
SRP234174,SRR10566932,public,211,Homo sapiens,breast
SRP234174,SRR10566933,public,213,Homo sapiens,breast
SRP234174,SRR10566934,public,207,Homo sapiens,breast
SRP234174,SRR10566935,public,203,Homo sapiens,breast
SRP234174,SRR10566936,public,208,Homo sapiens,breast
SRP234174,SRR10566937,public,210,Homo sapiens,breast
SRP234174,SRR10566938,public,225,Homo sapiens,breast
SRP234174,SRR10566939,public,222,Homo sapiens,breast
SRP234174,SRR10566940,public,228,Homo sapiens,breast
SRP234174,SRR10566941,public,230,Homo sapiens,breast
SRP234174,SRR10566942,public,191,Homo sapiens,breast
SRP234174,SRR10566943,public,188,Homo sapiens,breast
SRP234174,SRR10566944,public,193,Homo sapiens,breast
SRP234174,SRR10566945,public,195,Homo sapiens,breast
SRP234174,SRR10566946,public,226,Homo sapiens,breast
SRP234174,SRR10566947,public,221,Homo sapiens,breast
SRP234174,SRR10566948,public,225,Homo sapiens,breast
SRP234174,SRR10566949,public,224,Homo sapiens,breast
SRP234174,SRR10566950,public,225,Homo sapiens,breast
SRP234174,SRR10566951,public,222,Homo sapiens,breast
SRP234174,SRR10566952,public,227,Homo sapiens,breast
SRP234174,SRR10566953,public,230,Homo sapiens,breast
SRP234174,SRR10566954,public,218,Homo sapiens,breast
SRP234174,SRR10566955,public,216,Homo sapiens,breast
SRP234174,SRR10566956,public,221,Homo sapiens,breast
SRP234174,SRR10566957,public,224,Homo sapiens,breast
SRP234174,SRR10566958,public,183,Homo sapiens,breast
SRP234174,SRR10566959,public,180,Homo sapiens,breast
SRP234174,SRR10566960,public,186,Homo sapiens,breast
SRP234174,SRR10566961,public,187,Homo sapiens,breast
SRP234174,SRR10566962,public,215,Homo sapiens,breast
SRP234174,SRR10566963,public,211,Homo sapiens,breast
SRP234174,SRR10566964,public,215,Homo sapiens,breast
SRP234174,SRR10566965,public,216,Homo sapiens,breast
SRP234174,SRR10566966,public,181,Homo sapiens,breast
SRP234174,SRR10566967,public,179,Homo sapiens,breast
SRP234174,SRR10566968,public,183,Homo sapiens,breast
SRP234174,SRR10566969,public,185,Homo sapiens,breast
SRP234174,SRR10566970,public,183,Homo sapiens,breast
SRP234174,SRR10566971,public,181,Homo sapiens,breast
SRP234174,SRR10566972,public,186,Homo sapiens,breast
SRP234174,SRR10566973,public,188,Homo sapiens,breast
SRP234174,SRR10566974,public,222,Homo sapiens,breast
SRP234174,SRR10566975,public,219,Homo sapiens,breast
SRP234174,SRR10566976,public,224,Homo sapiens,breast
SRP234174,SRR10566977,public,227,Homo sapiens,breast
SRP234174,SRR10566978,public,196,Homo sapiens,breast
SRP234174,SRR10566979,public,193,Homo sapiens,breast
SRP234174,SRR10566980,public,199,Homo sapiens,breast
SRP234174,SRR10566981,public,200,Homo sapiens,breast
SRP234174,SRR10566982,public,207,Homo sapiens,breast
SRP234174,SRR10566983,public,204,Homo sapiens,breast
SRP234174,SRR10566984,public,210,Homo sapiens,breast
SRP234174,SRR10566985,public,211,Homo sapiens,breast
SRP234174,SRR10566986,public,207,Homo sapiens,breast
SRP234174,SRR10566987,public,204,Homo sapiens,breast
SRP234174,SRR10566988,public,209,Homo sapiens,breast
SRP234174,SRR10566989,public,211,Homo sapiens,breast
SRP235295,SRR10612357,public,2663,Homo sapiens,breast
SRP235295,SRR10612353,public,2855,Homo sapiens,breast
SRP235295,SRR10612355,public,2245,Homo sapiens,breast
SRP235295,SRR10612354,public,2072,Homo sapiens,breast
SRP235295,SRR10612352,public,2939,Homo sapiens,breast
SRP235295,SRR10612351,public,2494,Homo sapiens,breast
SRP235295,SRR10612356,public,2677,Homo sapiens,breast
SRP235295,SRR10612349,public,1887,Homo sapiens,breast
SRP235295,SRR10612350,public,2793,Homo sapiens,breast
SRP235295,SRR10612348,public,2065,Homo sapiens,breast
SRP235295,SRR10612346,public,2190,Homo sapiens,breast
SRP235295,SRR10612347,public,2338,Homo sapiens,breast
SRP236605,SRR10668958,public,717,Homo sapiens,breast
SRP236605,SRR10668959,public,718,Homo sapiens,breast
SRP236605,SRR10668960,public,718,Homo sapiens,breast
SRP236605,SRR10668955,public,621,Homo sapiens,breast
SRP236605,SRR10668956,public,621,Homo sapiens,breast
SRP236605,SRR10668957,public,621,Homo sapiens,breast
SRP236605,SRR10668964,public,955,Homo sapiens,breast
SRP236605,SRR10668965,public,954,Homo sapiens,breast
SRP236605,SRR10668966,public,959,Homo sapiens,breast
SRP236605,SRR10668961,public,805,Homo sapiens,breast
SRP236605,SRR10668962,public,806,Homo sapiens,breast
SRP236605,SRR10668963,public,804,Homo sapiens,breast
SRP236605,SRR10668970,public,752,Homo sapiens,breast
SRP236605,SRR10668971,public,751,Homo sapiens,breast
SRP236605,SRR10668972,public,755,Homo sapiens,breast
SRP236605,SRR10668973,public,708,Homo sapiens,breast
SRP236605,SRR10668974,public,707,Homo sapiens,breast
SRP236605,SRR10668975,public,707,Homo sapiens,breast
SRP236605,SRR10668979,public,739,Homo sapiens,breast
SRP236605,SRR10668980,public,744,Homo sapiens,breast
SRP236605,SRR10668981,public,741,Homo sapiens,breast
SRP236605,SRR10668976,public,710,Homo sapiens,breast
SRP236605,SRR10668977,public,710,Homo sapiens,breast
SRP236605,SRR10668978,public,708,Homo sapiens,breast
SRP236605,SRR10668982,public,789,Homo sapiens,breast
SRP236605,SRR10668983,public,789,Homo sapiens,breast
SRP236605,SRR10668984,public,789,Homo sapiens,breast
SRP236605,SRR10668985,public,771,Homo sapiens,breast
SRP236605,SRR10668986,public,776,Homo sapiens,breast
SRP236605,SRR10668987,public,774,Homo sapiens,breast
SRP236605,SRR10668988,public,734,Homo sapiens,breast
SRP236605,SRR10668989,public,735,Homo sapiens,breast
SRP236605,SRR10668990,public,734,Homo sapiens,breast
SRP236605,SRR10668991,public,713,Homo sapiens,breast
SRP236605,SRR10668992,public,713,Homo sapiens,breast
SRP236605,SRR10668993,public,711,Homo sapiens,breast
SRP236605,SRR10668994,public,986,Homo sapiens,breast
SRP236605,SRR10668995,public,988,Homo sapiens,breast
SRP236605,SRR10668996,public,987,Homo sapiens,breast
SRP236605,SRR10669000,public,675,Homo sapiens,breast
SRP236605,SRR10669001,public,676,Homo sapiens,breast
SRP236605,SRR10669002,public,675,Homo sapiens,breast
SRP236605,SRR10668967,public,932,Homo sapiens,breast
SRP236605,SRR10668968,public,933,Homo sapiens,breast
SRP236605,SRR10668969,public,934,Homo sapiens,breast
SRP236605,SRR10669003,public,832,Homo sapiens,breast
SRP236605,SRR10669004,public,830,Homo sapiens,breast
SRP236605,SRR10669005,public,835,Homo sapiens,breast
SRP236605,SRR10669006,public,908,Homo sapiens,breast
SRP236605,SRR10669007,public,907,Homo sapiens,breast
SRP236605,SRR10669008,public,907,Homo sapiens,breast
SRP236605,SRR10669009,public,775,Homo sapiens,breast
SRP236605,SRR10669010,public,775,Homo sapiens,breast
SRP236605,SRR10669011,public,776,Homo sapiens,breast
SRP236605,SRR10669012,public,802,Homo sapiens,breast
SRP236605,SRR10669013,public,800,Homo sapiens,breast
SRP236605,SRR10669014,public,800,Homo sapiens,breast
SRP236605,SRR10669015,public,952,Homo sapiens,breast
SRP236605,SRR10669016,public,953,Homo sapiens,breast
SRP236605,SRR10669017,public,951,Homo sapiens,breast
SRP236605,SRR10669018,public,612,Homo sapiens,breast
SRP236605,SRR10669019,public,610,Homo sapiens,breast
SRP236605,SRR10669020,public,611,Homo sapiens,breast
SRP236605,SRR10669021,public,799,Homo sapiens,breast
SRP236605,SRR10669022,public,781,Homo sapiens,breast
SRP236605,SRR10669023,public,784,Homo sapiens,breast
SRP236605,SRR10668997,public,915,Homo sapiens,breast
SRP236605,SRR10668998,public,922,Homo sapiens,breast
SRP236605,SRR10668999,public,917,Homo sapiens,breast
SRP236605,SRR10669033,public,780,Homo sapiens,breast
SRP236605,SRR10669034,public,768,Homo sapiens,breast
SRP236605,SRR10669035,public,771,Homo sapiens,breast
SRP236605,SRR10669036,public,717,Homo sapiens,breast
SRP236605,SRR10669037,public,708,Homo sapiens,breast
SRP236605,SRR10669038,public,708,Homo sapiens,breast
SRP236605,SRR10669039,public,744,Homo sapiens,breast
SRP236605,SRR10669040,public,733,Homo sapiens,breast
SRP236605,SRR10669041,public,736,Homo sapiens,breast
SRP236605,SRR10669042,public,798,Homo sapiens,breast
SRP236605,SRR10669043,public,785,Homo sapiens,breast
SRP236605,SRR10669044,public,785,Homo sapiens,breast
SRP236605,SRR10669045,public,880,Homo sapiens,breast
SRP236605,SRR10669046,public,864,Homo sapiens,breast
SRP236605,SRR10669047,public,868,Homo sapiens,breast
SRP236605,SRR10669048,public,783,Homo sapiens,breast
SRP236605,SRR10669049,public,773,Homo sapiens,breast
SRP236605,SRR10669050,public,774,Homo sapiens,breast
SRP236605,SRR10669054,public,678,Homo sapiens,breast
SRP236605,SRR10669055,public,666,Homo sapiens,breast
SRP236605,SRR10669056,public,669,Homo sapiens,breast
SRP236605,SRR10669030,public,750,Homo sapiens,breast
SRP236605,SRR10669031,public,737,Homo sapiens,breast
SRP236605,SRR10669032,public,742,Homo sapiens,breast
SRP236605,SRR10669057,public,717,Homo sapiens,breast
SRP236605,SRR10669058,public,707,Homo sapiens,breast
SRP236605,SRR10669059,public,713,Homo sapiens,breast
SRP236605,SRR10669060,public,916,Homo sapiens,breast
SRP236605,SRR10669061,public,903,Homo sapiens,breast
SRP236605,SRR10669062,public,910,Homo sapiens,breast
SRP236605,SRR10669063,public,728,Homo sapiens,breast
SRP236605,SRR10669064,public,716,Homo sapiens,breast
SRP236605,SRR10669065,public,720,Homo sapiens,breast
SRP236605,SRR10669066,public,395,Homo sapiens,breast
SRP236605,SRR10669067,public,388,Homo sapiens,breast
SRP236605,SRR10669068,public,388,Homo sapiens,breast
SRP236605,SRR10669072,public,895,Homo sapiens,breast
SRP236605,SRR10669073,public,884,Homo sapiens,breast
SRP236605,SRR10669074,public,886,Homo sapiens,breast
SRP236605,SRR10669069,public,945,Homo sapiens,breast
SRP236605,SRR10669070,public,930,Homo sapiens,breast
SRP236605,SRR10669071,public,935,Homo sapiens,breast
SRP236605,SRR10669078,public,875,Homo sapiens,breast
SRP236605,SRR10669079,public,864,Homo sapiens,breast
SRP236605,SRR10669080,public,864,Homo sapiens,breast
SRP236605,SRR10669081,public,726,Homo sapiens,breast
SRP236605,SRR10669082,public,718,Homo sapiens,breast
SRP236605,SRR10669083,public,717,Homo sapiens,breast
SRP236605,SRR10669051,public,779,Homo sapiens,breast
SRP236605,SRR10669052,public,769,Homo sapiens,breast
SRP236605,SRR10669053,public,771,Homo sapiens,breast
SRP236605,SRR10669084,public,640,Homo sapiens,breast
SRP236605,SRR10669085,public,632,Homo sapiens,breast
SRP236605,SRR10669086,public,633,Homo sapiens,breast
SRP236605,SRR10669087,public,813,Homo sapiens,breast
SRP236605,SRR10669088,public,802,Homo sapiens,breast
SRP236605,SRR10669089,public,803,Homo sapiens,breast
SRP236605,SRR10669090,public,544,Homo sapiens,breast
SRP236605,SRR10669091,public,534,Homo sapiens,breast
SRP236605,SRR10669092,public,534,Homo sapiens,breast
SRP236605,SRR10669094,public,1153,Homo sapiens,breast
SRP236605,SRR10669095,public,1146,Homo sapiens,breast
SRP236605,SRR10669096,public,1172,Homo sapiens,breast
SRP236605,SRR10669097,public,1163,Homo sapiens,breast
SRP236605,SRR10669100,public,1103,Homo sapiens,breast
SRP236605,SRR10669101,public,1107,Homo sapiens,breast
SRP236605,SRR10669104,public,1341,Homo sapiens,breast
SRP236605,SRR10669105,public,1337,Homo sapiens,breast
SRP236605,SRR10669106,public,1393,Homo sapiens,breast
SRP236605,SRR10669107,public,1392,Homo sapiens,breast
SRP236605,SRR10669108,public,1365,Homo sapiens,breast
SRP236605,SRR10669109,public,1365,Homo sapiens,breast
SRP236605,SRR10669110,public,1156,Homo sapiens,breast
SRP236605,SRR10669111,public,1155,Homo sapiens,breast
SRP236605,SRR10669075,public,745,Homo sapiens,breast
SRP236605,SRR10669076,public,730,Homo sapiens,breast
SRP236605,SRR10669077,public,734,Homo sapiens,breast
SRP236605,SRR10669102,public,958,Homo sapiens,breast
SRP236605,SRR10669103,public,958,Homo sapiens,breast
SRP236605,SRR10669112,public,1016,Homo sapiens,breast
SRP236605,SRR10669113,public,1019,Homo sapiens,breast
SRP236605,SRR10669098,public,1153,Homo sapiens,breast
SRP236605,SRR10669099,public,1151,Homo sapiens,breast
SRP236605,SRR10669114,public,944,Homo sapiens,breast
